marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,review_length,length_bin,month,category
US,11385034,R1E39N4QR5HUJC,B003BFXARG,386813591,Shadow Princess: A Novel,Digital_Ebook_Purchase,3,0,1,False,True,The Shadow Princess By Indu Sundaresan,"The Shadow Princess is the third book in the trilogy by Indu Sundaresan.  The books are historical fiction set during the Moghul Empire between<br />the years 1505 to 1650.  The author has done a lot of research - it's been fascinating for me to read the descriptions<br />of  court life, clothes, the jewels,(no other crown had the amount and quality as The Moghul's) food, methods of transport, communication  - the astounding numbers of slaves, eunochs and<br />servants surrounding the Royal family every minute of their lives - there is NO privacy.<br />Many aspects of their lives are still in place today, separation of men and woman, separate responsibilities, arranged marriage, the veil,and the<br />practice of Islam.<br />This book takes place during the time The Taj Mahal is being built by her Father,<br />as the final resting place for her Mother - Mumtaz Muhal.  The descriptions of architecture, the devotion to detail, the amount of human effort<br />to build the tomb are incredibly fascinating reading.<br />The blending of historical reality with the fairy tale romances that carry on from generation to generation with each of the<br />books made for wonderful afternoons of reading.<br /><br />I would rate the first 2 books 5 stars -<br /><br /> I also read THE TAJ-THE ARCHITECTURE and THE PASSION - a non fiction book on the same subject- which I highly recommend. I would rate<br />this book 5 stars ++",2012-10-07,235,long,2012-10,ebooks
US,18257607,R2UEGWQCO8Q5SH,B005DEQV4W,631491610,Four Hour Diet Recipes,Digital_Ebook_Purchase,1,6,6,False,True,Not slow carb,"These recipes include noodles, taco chips and other carb items.  Doesn't follow the slow carb diet in the four hour body book.",2012-01-09,22,short,2012-01,ebooks
US,47040158,R6H9TM4SBD1NQ,B007BBVDT8,105414952,The Prophet (The Graveyard Queen Book 3),Digital_Ebook_Purchase,4,1,2,False,False,Loved this book!,"I was lucky enough to be able to read this shortly after finishing the previous book in the series, The Kingdom, and boy am I really jonesing for the next book! This was fantastic!<br /><br />In the last book Amelia got a deeper taste of darkness as well as some answers to her questions about her past. She may have discovered who her birth mother was, but there's still far more questions about what she's capable of and what exactly that means to her. The previous book also left off with a text message from Devlin, which of course means that her relationship with him will figure heavily into this book.<br /><br />Fans of Amelia and Devlin's relationship will be glad to see some progress made in this book as well as progress with Shani and Mariama. (Not saying how far it goes, but there is definite progress.) I have to admit that I wasn't as fond of him in this book as I was in the first one and I have to say that I hope that he manages to move on more from his past so Amelia can finally have a love interest that isn't overly invested in a past love. Then again, I think that this might be due to some of his actions in the book, which involves him cuddling with another woman earlier in the book and then kissing Amelia later on. This does get explained in some format later on in the book, but it definitely makes me raise an eyebrow as to how Devlin could so easily do this. I know that there's a magnetism between Devlin and Amelia, but so far she's the only one doing any compromising. A soul mate-esque connection can only go so far and Devlin needs to show that he's worthy of Amelia. I can't wait for Thane to make a reappearance later on in the series. (Of course I think he's coming back- he's too good to only appear once!) He took Amelia's abilities in stride and I felt that he gave her an acceptance that Devlin only grudgingly gives her.<br /><br />Other than that, I really enjoyed the read- especially the look into the supernatural angle of the book. Part of the supernatural focus in this book was vodun and Stevens seems to have really done her homework here and tries to avoid an overly Hollywood depiction of the religion. It's good that she does this, as this is a religion/practice that really doesn't need to be gussied up to the nth level. It can do that on its own. This is really part of the charm of this series. Rather than give us a completely fantastical version of magic and the supernatural, Stevens tries to be as realistic as she can without being over the top.<br /><br />We get a pretty intriguing new character here by the name of Darius Goodwine, a darkpractitioner of vodun with big (read evil) plans for Amelia. Darius is shown as a sinister and evil force here, but there seems to be other aspects to his character that haven't been shown and I can't wait to discover them.<br /><br />This is a good addition to the series and while it wasn't as \""OMG! MUST FINISH THIS OR I'LL DIE RIGHT NOW\"" as the previous book, it was still a fun and entertaining read that will make it a required read this spring and summer.<br /><br />4 out of 5 stars<br /><br />(ARC provided by Netgalley)natural focus in this book was vodun and Stevens seems to have really done her homework here and tries to avoid an overly Hollywood depiction of the religion. It's good that she does this, as this is a religion/practice that really doesn't need to be gussied up to the nth level. It can do that on its own. This is really part of the charm of this series. Rather than give us a completely fantastical version of magic and the supernatural, Stevens tries to be as realistic as she can without being over the top.<br /><br />We get a pretty intriguing new character here by the name of Darius Goodwine, a darkpractitioner of vodun with big (read evil) plans for Amelia. Darius is shown as a sinister and evil force here, but there seems to be other aspects to his character that haven't been shown and I can't wait to discover them.<br /><br />This is a good addition to the series and while it wasn't as \""OMG! MUST FINISH THIS OR I'LL DIE RIGHT NOW\"" as the previous book, it was still a fun and entertaining read that will make it a required read this spring and summer.<br /><br />4 out of 5 stars<br /><br />(ARC provided by Netgalley)",2012-05-13,793,extra_long,2012-05,ebooks
US,38590153,R2WMDKIK9MKVP8,B005T3BEX0,417623817,Mrs Love Revolution,Digital_Music_Purchase,3,0,0,False,False,"Classic Rock, from Italy with amore...","Checking the mail bag today we found a package from Italy of all places. Inside said package was the brand new long player from Italy's own rock revivalists Mojo Filter. Mrs. Love Revolution is 10 songs that pretty much encapsulate a critical period in rock and roll music. This album is a tribute to classic rock, from Italy with love.<br /><br />Mojo Filter consists of Alessandro Battistini on vocals and guitar, Carlo Lancini on guitars, Daniele Togni on bass and Jennifer Longo on drums. Starting the album off with 'Just Like A Soldier', Mojo Filter wears their influences proudly on their Versace sleeve. This is a four on the floor rocker with the Stones and the Black Crowes hovering above the proceedings in approval.  'No Comment Please' starts out like something off of the Black Keys Magic Potion, but quickly steps back about 30 years and raids Zeppelin's 'Black Dog' and 'The Crunge' for some riff heavy magic.  Led Zeppelin and Cream play heavily on the sound throughout Mrs. Love Revolution. Lots of big riffs and wah pedal funkiness collide with the tight rhythm section to make this an enjoyable listen for anyone pining for that lost Vanilla Fudge or CCR BBC session. Speaking of Creedence Clearwater Revival, 'The River' pulls almost directly from CCR's 'Born on the Bayou' for a swampy, extended groove that lasts maybe a minute or two too long. From the river we head to the country with 'Las Vegas', a hoedown of a track.  Complete with slide guitar and a chick'n pick'n guitar solo in the middle, 'Las Vegas' is a nice break from the power chord guitar riffage that permeates this release.  Old school Let It Bleed fans will be reminded of 'Country Honk' when hearing this foot stomper. Sound-wise, this a great sounding record.  A very clean production, while still retaing the feeling that this is four individuals jamming in the studio.  Mojo Filter got some help from American producer Jono Manson, who's worked with the Spin Doctors and John Popper of Blues Travelers fame.<br /><br />At times, listening to Mojo Filter's Mrs. Love Revolution I'm reminded of how certain things in this world have a hard time translating from one language to another. The spirit may remain, and the heart is still very much present, but the true meaning may get lost in the literal translation of the words. Fortunately for Mojo Filter, and we the listeners, rock 'n roll is the international language. Their meaning comes through loud and clear on Mrs. Love Revolution.me.<br /><br />At times, listening to Mojo Filter's Mrs. Love Revolution I'm reminded of how certain things in this world have a hard time translating from one language to another. The spirit may remain, and the heart is still very much present, but the true meaning may get lost in the literal translation of the words. Fortunately for Mojo Filter, and we the listeners, rock 'n roll is the international language. Their meaning comes through loud and clear on Mrs. Love Revolution.",2012-06-04,504,extra_long,2012-06,music
US,11294553,R38Q87DTSYPKKV,B008SCNF1S,531153669,Norton Antivirus 2013 - 1 User / 1 PC,Digital_Software,4,3,4,False,True,Simple & Instant,Amazon's delivery of the product is instant. Right after I completed the purchase it was ready to download. Downloading took less than five and installation was clear & simple. Can't beat the price and the delivery.,2012-11-02,36,short,2012-11,software
US,42761601,R6IRPM0ZYI67N,B008ELNDLU,254969314,The 7th Guest [Download],Digital_Video_Games,1,0,12,False,True,dont waste your money,old and slow game. no instructions. starts with ten min. of preview. have played alot of games. this is the worst ever,2012-09-12,22,short,2012-09,games
US,49202632,R25BOGN7WHJK58,B004H1U3QY,523093652,Damon,Digital_Ebook_Purchase,2,1,1,False,True,good idea...thankfully it was very short though,"I'm not sure what I expected from this book.  This was one of my first kindle downloads.  Honestly, it was on the top 100 free books at the so I snagged it despite the lack luster reviews.  As I said, thankfully it's short.<br /><br />So what's it about?  Well I suppose it's a supernatural thriller.  Megan had a stalker named Damon at one time..apparently Damon, or whoever he really is, can take the faces off of people after killing them.  Damon was run off months ago by two of Megan's friends but she's been receiving phone calls and her apartment seems to have been disturbed recently.  She thinks it could be him but the friends who originally ran him off say it can't possibly be.<br /><br />Enter, Graham..the handsome stranger...he seems to be admiring her where she works and her friend Laurel sets up a chance meeting.  The attraction is instant and Megan, Graham and two of her friends, Laurel and Craig end up all going to a cabin Graham has in the woods...then things go horribly awry.<br /><br />I do admit that the twist was one I didn't see coming.  Thus the 2 star review.  The writing was on the wall though so it wasn't as if the rug was pulled out from me by the author, so that much was good.  It was the execution of the story that I didn't much care for..the characters in particular...I felt them to be mostly boorish and flat.  I also mention another pet peeve: the overuse of the exclamation point..when every piece of dialogue ends in! It sort of dilutes the effect of when they're really supposed to be shocked! Or surprised! Or angry! Know what I mean?!<br /><br />In addition, I didn't find the book to be very thrilling or scary.  While I love writing favorable reviews, I usually don't like to write bad ones..but I'm just being honest.  I don't mean to bash the author at all.  It just wasn't to my liking.",2012-02-24,334,long,2012-02,ebooks
US,42507847,RKT697ZAT4IT7,B006JJ4OP8,945411404,"Firing Line with William F. Buckley Jr. ""Where is the GOP Headed?""",Digital_Video_Download,3,0,0,False,True,Newt Gingrich and a liberal/moderate Republican -- so-so episode,This episode would really be of interest if one wanted to see what Gingrich was like in his earlier days.  Not one of the better Firing Line episodes.,2012-04-08,28,short,2012-04,videos
US,11101208,R7ZNOV2GIF979,B0020QK5ZW,144622294,Grey Gardens,Digital_Video_Download,3,0,1,False,False,Streaming was interrupted.,"The content/story was interesting, but very sad.  My rating is based on the fact that we lost interest & became frustrated with trying to watch the final (approx.) 1/3 of the documentary, which was constantly breaking up and buffering.",2012-12-28,39,short,2012-12,videos
US,14858338,R2NELQEKI6A57M,B007IQX9ZW,506190668,Young Adult,Digital_Video_Download,2,0,2,False,True,save your money,It was predictable and not that interesting. I sat through the entire movie and wish I could get that 2 hours back....Save your money on this one and wait until it comes out on cable.,2012-08-08,35,short,2012-08,videos
US,42158096,R25WLIFFBH5612,B003ZW5T9W,911196905,The Assassin Next Door,Digital_Video_Download,4,1,2,False,False,"the depth and breadth of Olga Kurylenko's performance, makes this action thriller worth watching...","The crime drama The Assassin Next Door (2009), combines crime and gritty violence, with friendship and the desire for freedom, into a fairly interesting although somewhat uneven story, that attempts to excite, and thrill, while also touching the heart.  The movie has some well executed action scenes, and poignant emotional moments, but the overall story has a few rough spots.  Major spoilers follow.<br /><br />Olga Kurylenko ([[ASIN:B001PPLIFU Quantum of Solace]]]) plays Galia, a Ukrainian working in America for the Russian mob as an escort.  She and a co-worker attempt to escape from their masters, but are recaptured, and brutally beaten.  The other woman is murdered, but Galia pleads with her gangster boss Mishka for a chance at freedom, and surprisingly her wish is granted.  In return for shooting someone, she will be freed from the sex trade.<br /><br />Galia dreams of going back to Ukraine, to be with her young daughter.  Faced with a tough choice, a terrified Galia completes her first assignment, and in return is allowed to live in a shabby apartment.  She is occasionally called on to eliminate a target, but otherwise, her time is mostly her own.  Galia discovers that her neighbor Eleanor (Ninette Tayeb), a clerk at a market, is being abused by her husband, and the women form a friendship borne from a common language (Hebrew) and their mutual hardships.  Matters eventually reach a critical point, as each of them attempt to escape from their respective nightmares, leading to an explosion of violence.<br /><br />Despite any language barrier, Olga Kurylenko seems to be a very capable actress.  The special relationship that develops between Eleanor and Galia becomes the heart of the film.  While they have their ups and downs, there are some special and genuinely tender moments.  Tayeb and Kurylenko are terrific in their scenes together, which often feature very natural sounding and thoughtful dialog, usually spoken in broken English.<br /><br />One of the movie's strong points is the exciting and often brutal action scenes, however logic and consistency is an issue.  The brutality and ruthlessness that the film opens with, sets the tone, which is mostly sustained through Galia's first mission, although trusting her with a loaded weapon makes little sense.  After this less than rousing success, matters strangely seem to shift in Galia's favor, as she begins to rebel and make demands, and then is cut a lot of slack, after she fails to complete an assignment.<br /><br />This \""softening\"" by the Russian thugs doesn't make much sense, as attempts to disobey are typically crushed mercilessly.  Mishka has no problems with murdering people in public, and has plenty of muscle to accomplish what Galia is reluctant to do, so his waiting around for her to \""get with the program\"", seems completely ridiculous.  Galia eventually has the courage to take on the gang, but then returns to the first place they will look for her, where she and Eleanor have to make a bloody escape.  The movie goes way overboard at the finish, but it is a blast watching Galia (who never reloads), battle with great gusto.<br /><br />The Assassin Next Door has a simple and familiar story that has some fantasy aspects, as the abused women struggle to gain their freedom, and a chance at happiness.  Galia is not without sin, but her options are limited.  While there are some issues, the film's solid emotional foundation, good acting performances, and better than average marks in the action department, make this an entertaining thriller, that would be a good addition to your watchlist, particularly for Prime members.strong points is the exciting and often brutal action scenes, however logic and consistency is an issue.  The brutality and ruthlessness that the film opens with, sets the tone, which is mostly sustained through Galia's first mission, although trusting her with a loaded weapon makes little sense.  After this less than rousing success, matters strangely seem to shift in Galia's favor, as she begins to rebel and make demands, and then is cut a lot of slack, after she fails to complete an assignment.<br /><br />This \""softening\"" by the Russian thugs doesn't make much sense, as attempts to disobey are typically crushed mercilessly.  Mishka has no problems with murdering people in public, and has plenty of muscle to accomplish what Galia is reluctant to do, so his waiting around for her to \""get with the program\"", seems completely ridiculous.  Galia eventually has the courage to take on the gang, but then returns to the first place they will look for her, where she and Eleanor have to make a bloody escape.  The movie goes way overboard at the finish, but it is a blast watching Galia (who never reloads), battle with great gusto.<br /><br />The Assassin Next Door has a simple and familiar story that has some fantasy aspects, as the abused women struggle to gain their freedom, and a chance at happiness.  Galia is not without sin, but her options are limited.  While there are some issues, the film's solid emotional foundation, good acting performances, and better than average marks in the action department, make this an entertaining thriller, that would be a good addition to your watchlist, particularly for Prime members.",2012-07-13,866,extra_long,2012-07,videos
US,10554860,R1UXNQQ9AHW3UY,B005OMM66A,872730407,Saints Row: The Third [Download],Digital_Video_Games,5,0,0,False,False,GTA on steroids,"Do you like sandbox games? Did you like grand theft auto III, IV, & San Andreas? Did you like Prototype? If you like the 3rd person shooter games where you roam the city blowing stuff up, running over pedestrians, smacking prostitutes, driving souped up cars, and flying around in hover jets.. then you will absolutely love this game. The pro reviews, while somewhat well received, undervalued the playability and fun factor of this game.<br /><br />I have all the downloadable content so my review is from that perspective.<br /><br />Sound track: is immense. Like GTA as you drive around you can flip through radio stations to hear modern music or import your own.<br /><br />Voice overs: are excellently done. The girls are sexy, the guys are bad ass, the cops are whining nerds. Just as it should be.<br /><br />Weapons: there are dozens to choose from and you can upgrade them all. Big shotguns, dual wielding SMG's, Air strikes, tanks, fighter jets, attack helicopters, mind control devices, vehicle control devices. Upgrading them can increase ammo capacity, fire rate, targeting abilities, or even the type of ammo from armor piercing to anti-personnel. With the vehicle control device you can upgrade it to control and detonate military vehicles. Of course you can control military vehicles directly as well.<br /><br />Main quest: is great and fast paced. The difficulty scales well. The guns, sound track, voice overs, and character development all comes together to just make a fun brawl.<br /><br />Side quests: there are tons of them and they are all fun.. ramming through people with a burning 3 wheeler, throwing yourself in front of traffic for insurance money, delivering prostitutes, and causing as much damage as possible with a tank to name a few.<br /><br />Car are fast and handle well. You can customize them like crazy. There are motorcycles, suburbans, BMW's, Porsche's, Lamborghini's, econo-boxes, mo-peds, news vans, cement trucks, big rigs, and many others.<br /><br />There is a huge variety of character customization. You can have a floppy tittied bimbo wearing pink spandex, or a fat old balding biker dude wearing a gimp hat, or a skinny nerd wearing heart boxers and a tube top with a bunny hat wielding a giant dildo into combat. You can buy tattoo parlors to get tatted up. You can buy cosmetic facilities and totally alter your character at any time, if you want to go from that floppy tittied bimbo to the fat biker mid-game, or vice versa, you can do that.<br /><br />You earn money and experience by doing quests, killing enemy gangsters, and just driving wildly. Almost every action will earn you some kind of reward, which is.. rewarding.<br /><br />You can purchase properties which earn you money.<br /><br />With money and experience you can upgrade your character to have more health, carry more ammo, be able to call in vehicle deliveries, deliver you a helicopter, call in gang buddies to help out in fire fights, reduce damage you take, etc.<br /><br />All in all this is a great sandbox game. The cities have a decent amount of detail but you can't enter many of the buildings. That is one thing the game is lacking. More interior environments would have been nice.. i.e. strip clubs, casinos, bars.. some stuff like that would have been a great add.<br /><br />But I'm happy. If you miss games like GTA you should definitely give this game a try.ere is a huge variety of character customization. You can have a floppy tittied bimbo wearing pink spandex, or a fat old balding biker dude wearing a gimp hat, or a skinny nerd wearing heart boxers and a tube top with a bunny hat wielding a giant dildo into combat. You can buy tattoo parlors to get tatted up. You can buy cosmetic facilities and totally alter your character at any time, if you want to go from that floppy tittied bimbo to the fat biker mid-game, or vice versa, you can do that.<br /><br />You earn money and experience by doing quests, killing enemy gangsters, and just driving wildly. Almost every action will earn you some kind of reward, which is.. rewarding.<br /><br />You can purchase properties which earn you money.<br /><br />With money and experience you can upgrade your character to have more health, carry more ammo, be able to call in vehicle deliveries, deliver you a helicopter, call in gang buddies to help out in fire fights, reduce damage you take, etc.<br /><br />All in all this is a great sandbox game. The cities have a decent amount of detail but you can't enter many of the buildings. That is one thing the game is lacking. More interior environments would have been nice.. i.e. strip clubs, casinos, bars.. some stuff like that would have been a great add.<br /><br />But I'm happy. If you miss games like GTA you should definitely give this game a try.",2012-07-22,821,extra_long,2012-07,games
US,31396010,R3637HP7NQ5CKS,B008S0IWNQ,710343641,QuickBooks Pro 2013,Digital_Software,2,37,40,False,True,DISAPOINTING UPGRADE,"I have used quickbooks since the year 2000.  This upgrade is a cosmetic change that<br />may please the graphic designer in you, but Intuit forgets that people do SPEND a lot<br />of time having to work with the interface on quickbooks, where clarity and screen<br />real estate is so important.  For the sake of looks Intuit has made the work areas<br />( Like where items and account registers are shown, as well as comment boxes ) much<br />smaller, for the sake of looks.  Looks are OK, but conveniently sized work space is<br />WAY MORE IMPORTANT, than looks.  A lot of screen space on all forms is wasted on<br />blank open spaces, which is paid for by not having the ability to see what really<br />matters to the everyday user, which the information he/she has to input, view and review.<br /><br />Just take the Invoice box as an example, The Bill To and Ship To boxes are minuscule,<br />but to the left of them there is THREE times as much EMPTY / BLANK space used for....NOTHING.<br />On the same form, the Comment box is tiny, only about one inch and a half long, so<br />if you need to see the entire comment you have to navigate to the box and mover the cursor<br />along until you read it all letter by letter....and to the right of the comment box there is...<br />you guessed right....TONS of empty space, used for NOTHING.<br /><br />This new interface is NOT designed with the user base in mind, it seems to have been designed<br />to please the eye of someone who is certainly not a daily user of the program",2012-10-21,274,long,2012-10,software
US,44777964,RBB1FTL7HQXUM,B001ILBECI,265290244,Bond of Blood (Texas Vampires Book 1),Digital_Ebook_Purchase,1,0,0,False,False,Maybe cause I dont speak Spanish,"It can be difficult keeping characters straight in PR. There are Immortals, Guardians, good Vampires, bad Vampires, Fey, Sidhe, human companions and everything else. However, the added Spanish and French words to describe these characters made it extremely difficult to follow the story. It was frustrating because the premise of the story seemed really good, but my patience was tried time and time again. I say read at your own risk.",2012-02-17,71,medium,2012-02,ebooks
US,16874647,RDUPU444YOB8F,B008ENGX56,462550721,The Real World: St. Thomas,Digital_Video_Download,2,0,0,False,True,Boring,It was kind of boring to watch. I wouldn't recommend it. You know what's not boring? Short circuit 2. That's a winner.,2012-11-10,22,short,2012-11,videos
US,52139566,R14I8ECO7LVE8D,B0076305Z4,958492236,AK-47 Assault Rifle,Digital_Video_Download,2,5,8,False,False,Wishful Thinking,"I watched this episode of this show hoping for a balanced assessment of assault rifles and the AK-47 specifically. I was disappointed because what I got was a generalized muddy account of assault rifle history, begrudging acknowledgement of the AK and a ridiculous glorification of current US military rifles. So let me help you with some facts you can use if you decide to watch this show. First- the milled receiver AK-47 from the late 1940s and the 1950s does weigh almost 12 pounds loaded- but the far more common AKM weighs only 7.9 pounds loaded. The M4 carbine we (the U.S.) use today weighs in at 7  pounds loaded but when you add optics and rails and forward grips and all that anodized, allen-screwed junk \""operators\"" add on the little thing can weigh 13 pounds! The M4 has the same flaws as the M16 which preceded it- it is undependable- has to be cleaned constantly and \""tuned up\"", messed with and mollycoddled all its life. The show failed to mention that the Heckler and Koch 416 is an M4 with a PISTON! Why? Because the U.S. Army wants to find a more dependable M4! The gas impingement system of the AR15 type rifles is just not dependable. The AK-47 is cheap- you can get one for a few hundred dollars- and the allen-screwed anodized fancy pants junk WE use today costs thousands per unit. The vaunted accuracy of the M4 is matched by other far more dependable AK type weapons (AK-74, Galil) again at less cost. We would be better off buying assault rifles from Russia or Bulgaria- both of which make purpose-built specialized rifles for every \""operator\"" need. They even make accurate suppressed assault rifles. The ridiculous contest at the end of the show did not test the strengths of AKs vs M4s but rather seemed to be an ad for our military's continued use of butt-ugly iffy small arms...",2012-04-06,322,long,2012-04,videos
US,52663678,R1JX9R4CR8IZMW,B005HYIC1S,214112457,Quicken Starter Edition 2012 [OLD VERSION],Digital_Software,5,0,0,False,True,QUICKEN 2012,This version is much easier than previous versions.  I am glad that I updated.  I know I can always depend on an intuit product and Amazon for the best price.,2012-06-03,30,short,2012-06,software
US,40023137,R2RAISWLP6HICR,B004QZAHYY,525808255,"Total 3D Home, Landscape and Deck Suite 12",Digital_Software,2,2,2,False,True,Should be called Home Landscape and no deck.,"If you are looking for deck software, like I was, don't waste your time and money. The deck software just puts a picture of a deck, so you can see what it looks like. All but useless!",2012-04-26,37,short,2012-04,software
US,38810058,R1FYFI8Y9KYS7V,B00684AGQ0,557240740,ANNO 2070 - Deluxe Edition [Download],Digital_Video_Games,4,1,2,False,True,"Great anticipation, some disappointment","The graphics and working interface is one of the best in any series of games.  Very stable and no crash to desktops operation on Windows 7.  I have greatly enjoyed all the ANNO games and this one is great.  However, I do not like having to have a server connection to play any game.  I also do not like not being able to purchase a physical copy of a game.  Other titles allow the buyer to pay for the download and the physical copy comes in the mail later.  I always liked that option.  This game took over 3 hours to download.  Did not have any problems with loading and launching.  The server is down quite a bit.  Ubi-soft is upgrading their servers as I write this review.  Hope their new ones are better. I have played the campaign game, it was too short.  A new feature is the \""world event.\""  The first one was ok, not a real challenge.  They promise a second world event and even more.  Will have to wait and see if the server issues are worked out or not.  Still prefer a stand-alone game that is not on a server.  I do not like Steam at all, but the game I bought is not on Steam, just making a comment.  Overall, this is a great game, has flexible and promising potential.  Just will have to see how it goes.",2012-02-04,234,long,2012-02,games
US,28528518,R3LTM2C67KNYMU,B007RIGE12,155977885,TERA,Digital_Video_Games,3,13,19,False,False,An honest first impression for those on the fence about buying,"This is my honest first impression of Tera so far where I have a level 25 ranger and level 14 warrior and these are the pros and cons which I will go into more detail later.<br /><br />Pros:<br />*Action combat<br />*Stunning and colorful graphics<br />*Unique political/guild system<br /><br />Con:<br />*Quests feel grindy and repetitive<br />*Lack of a compelling story<br />*Lack of items<br />*Unbalanced classes<br />*Unbalanced servers<br />*Same starting areas and quests for every race/class<br /><br />The action combat in this game is a notch better than other mmos but not revolutionary. I personally don't think it's that much better than your typical mmo but there is a difference and it makes tera more unique.<br /><br />The political and guild systems are pretty cool imo and have a korean mmo feel to it. Your guild can own certain regions, tax people, and fight for the right to rule and also has the guild bank where everyone can deposit but only the guild leader and certain officers can withdraw. Guilds may also declare war on up to 3 other guilds for some crazy battles and since each guild can have hundreds of people it will be interesting to see big guilds battling it out. These are features that traditional korean mmos like atlantica online had but american mmos are lacking and features I personally like.<br /><br />The quests and leveling are really nothing new and the vast majority of them consist of killing x of this and collecting y of that and report to the next quest giver for more of the same quests. There are some unique quests like tame x number of animals, escort this guy to x, or defend this area for this amount of time but for the most part you will be doing the same thing over and over again and the creatures you fight aren't even that different. You may need to dodge a little differently for each creature but they are overused. The same tiger you fought at level 10 you will fight again with a different skin at level 20. Only good thing is youwill never have to grind on creatures without quests as there are just barely enough ample quests to keep you going.<br /><br />There is very little story in this game and I have never needed to actually read the quest details other than the objective. There is also a lack of items in the game and until you reach max level, the all of you items you will be using will be from quests as the unique items dropped from monsters usually aren't any better for the same level requirement. So lets say I have a bow with 10 req i got from a quest. That bow will very likely be better than a bow with level 10 req I get as a drop from a random mob.<br /><br />The classes are also very unbalanced and changes your experience of the game pretty dramatically. I tried toe warrior which is the hardest class to play in the game and the archer which is the easiest and there is a world of difference between the two. With the archer I have never died, had use bandage/potion or even have to rest to recover hp/mana<br />because I very very rarely get damaged since creatures will never get near enough to damage me. As an archer I have 2 step back dodge abilities, a slow trap, and a chance to knock down an enemy for a couple of seconds which makes the game super easy and leveling much faster as there is no down time to heal. As a warrior I would have to heal after every couple of fights which is super annoying and come prepared with bandages. On top of that I would actually have to dodge attacks from monsters since i'm always in melee range or otherwise get penalized greatly for taking damage.<br /><br />Even in PvP or endgame despite being the hardest to play you get no benifits later on as a warrior. I dueled warriors a couple level higher than me with my archer and won most of those fights without getting a scratch. For those people who play warrior class in every mmo but want an easier time you will not like this and for those who play the ranger in every game and want a challenge this would also suck for you.<br /><br />The two PvP servers are the only ones with a decent amount of people are the most worth playing in. For those people who don't like PvP servers you will be stuck in worlds often with 1/3 or less the amount of people. Luckily PvP servers don't actually differ much from PvE and most people do not kill random low levels anyway as there is no reward for doing so unless you just find it funny but I have no encountered this yet. There have been some people who come in groups of 2-3 and disrupt soloers from questing though.<br /><br />The starting areas and quests you do for every class and race are all the same. Luckily each race/class has as pretty different feel and the combat you do will feel quite different too so it makes part for it a little.<br /><br />Overall my first impression with the game is ok and hopefully the game will just keep getting better and better. Guild wars 2 won't be out for a couple of months anyways and I think tera is better than diablo 3 as I tested that in beta so if you're on the fence on getting this game I would recommend it if you're just pretty bored but don't buy it hoping for great expectations.",2012-05-06,955,extra_long,2012-05,games
